Date,^GSPC
2018-01-01,2743.14990234375
2018-01-08,2786.239990234375
2018-01-15,2810.300048828125
2018-01-22,2872.8701171875
2018-01-29,2762.1298828125
2018-02-05,2619.550048828125
2018-02-12,2732.219970703125
2018-02-19,2747.300048828125
2018-02-26,2691.25
2018-03-05,2786.570068359375
2018-03-12,2752.010009765625
2018-03-19,2588.260009765625
2018-03-26,2640.8701171875
2018-04-02,2604.469970703125
2018-04-09,2656.300048828125
2018-04-16,2670.139892578125
2018-04-23,2669.909912109375
2018-04-30,2663.419921875
2018-05-07,2727.719970703125
2018-05-14,2712.969970703125
2018-05-21,2721.330078125
2018-05-28,2734.6201171875
2018-06-04,2779.030029296875
2018-06-11,2779.659912109375
2018-06-18,2754.8798828125
2018-06-25,2718.3701171875
2018-07-02,2759.820068359375
2018-07-09,2801.31005859375
2018-07-16,2801.830078125
2018-07-23,2818.820068359375
2018-07-30,2840.35009765625
2018-08-06,2833.280029296875
2018-08-13,2850.1298828125
2018-08-20,2874.68994140625
2018-08-27,2901.52001953125
2018-09-03,2871.679931640625
2018-09-10,2904.97998046875
2018-09-17,2929.669921875
2018-09-24,2913.97998046875
2018-10-01,2885.570068359375
2018-10-08,2767.1298828125
2018-10-15,2767.780029296875
2018-10-22,2658.68994140625
2018-10-29,2723.06005859375
2018-11-05,2781.010009765625
2018-11-12,2736.27001953125
2018-11-19,2632.56005859375
2018-11-26,2760.169921875
2018-12-03,2633.080078125
2018-12-10,2599.949951171875
2018-12-17,2416.6201171875
2018-12-24,2485.739990234375
